         _id            timestamp  ... device  label
1399  1400  2019-07-14 14:47:21  ...   Watch       
1400  1401  2019-07-14 14:48:23  ...   Watch       
1401  1402  2019-07-14 14:49:25  ...   Watch       
1402  1403  2019-07-14 14:50:26  ...   Watch       
1403  1404  2019-07-14 14:51:28  ...   Watch       
1404  1405  2019-07-14 14:53:29  ...   Watch       
1405  1406  2019-07-14 14:54:31  ...   Watch       
1406  1407  2019-07-14 14:55:32  ...   Watch       
1407  1408  2019-07-14 14:56:24  ...  iPhone       
1408  1409  2019-07-14 14:56:34  ...   Watch       
1409  1410  2019-07-14 14:57:36  ...   Watch       
1410  1411  2019-07-14 14:58:38  ...   Watch       
1411  1412  2019-07-14 14:59:47  ...   Watch       
1412  1413  2019-07-14 15:00:49  ...   Watch       
1413  1414  2019-07-14 15:01:51  ...   Watch       
1414  1415  2019-07-14 15:02:52  ...   Watch       
1415  1416  2019-07-14 15:07:56  ...   Watch       
1416  1417  2019-07-14 15:08:00  ...  iPhone       
1417  1418  2019-07-14 15:08:58  ...   Watch       
1418  1419  2019-07-14 15:10:00  ...   Watch       
1419  1420  2019-07-14 15:11:01  ...   Watch       
1420  1421  2019-07-14 15:12:03  ...   Watch       
1421  1422  2019-07-14 15:13:05  ...   Watch       
1422  1423  2019-07-14 15:14:06  ...   Watch       
1423  1424  2019-07-14 15:15:08  ...   Watch       
1424  1425  2019-07-14 15:16:10  ...   Watch       
...    ...                  ...  ...     ...    ...
2033  2034  2019-07-15 01:06:31  ...   Watch       
2034  2035  2019-07-15 05:00:47  ...   Watch       
2035  2036  2019-07-15 07:45:34  ...   Watch       
2036  2037  2019-07-15 08:07:50  ...   Watch       
2037  2038  2019-07-15 09:09:21  ...   Watch       
2038  2039  2019-07-15 09:09:26  ...  iPhone       
2039  2040  2019-07-15 09:10:23  ...   Watch       
2040  2041  2019-07-15 09:11:24  ...   Watch       
2041  2042  2019-07-15 09:12:36  ...   Watch       
2042  2043  2019-07-15 09:15:47  ...   Watch       
2043  2044  2019-07-15 09:18:34  ...   Watch       
2044  2045  2019-07-15 09:22:39  ...   Watch       
2045  2046  2019-07-15 09:23:41  ...   Watch       
2046  2047  2019-07-15 09:26:46  ...   Watch       
2047  2048  2019-07-15 09:30:33  ...   Watch       
2048  2049  2019-07-15 09:33:15  ...   Watch       
2049  2050  2019-07-15 09:55:18  ...   Watch       
2050  2051  2019-07-15 09:55:39  ...  iPhone       
2051  2052  2019-07-15 09:56:44  ...   Watch       
2052  2053  2019-07-15 09:57:46  ...   Watch       
2053  2054  2019-07-15 09:58:47  ...   Watch       
2054  2055  2019-07-15 09:59:48  ...   Watch       
2055  2056  2019-07-15 10:00:50  ...   Watch       
2056  2057  2019-07-15 10:01:52  ...   Watch       
2057  2058  2019-07-15 10:02:54  ...   Watch       
2058  2059  2019-07-15 10:03:56  ...   Watch       
2059  2060  2019-07-15 10:04:57  ...   Watch       
2060  2061  2019-07-15 10:05:39  ...  iPhone       
2061  2062  2019-07-15 10:05:59  ...   Watch       
2062  2063  2019-07-15 10:07:01  ...   Watch       

[217 rows x 9 columns] 


    _id            timestamp  ...  device  label
4     5  2019-07-08 15:41:51  ...  iPhone       
5     6  2019-07-08 15:51:51  ...  iPhone       
6     7  2019-07-08 16:15:49  ...  iPhone       
7     8  2019-07-08 16:25:48  ...  iPhone       
8     9  2019-07-08 17:26:00  ...  iPhone       
9    10  2019-07-08 17:36:01  ...  iPhone       
10   11  2019-07-08 17:46:13  ...  iPhone       
11   12  2019-07-08 17:56:12  ...  iPhone       
12   13  2019-07-08 18:06:50  ...  iPhone       
13   14  2019-07-08 18:41:18  ...  iPhone       
14   15  2019-07-08 18:52:46  ...  iPhone       
22   23  2019-07-08 19:21:22  ...  iPhone       
23   24  2019-07-08 19:36:28  ...  iPhone       
24   25  2019-07-08 19:46:32  ...  iPhone       
25   26  2019-07-08 19:57:23  ...  iPhone       
26   27  2019-07-08 20:07:24  ...  iPhone       
27   28  2019-07-08 20:17:23  ...  iPhone       
28   29  2019-07-08 20:27:23  ...  iPhone       
29   30  2019-07-08 20:37:23  ...  iPhone       
30   31  2019-07-08 20:47:49  ...  iPhone       
43   44  2019-07-09 12:32:58  ...  iPhone       
44   45  2019-07-09 12:43:07  ...  iPhone       
45   46  2019-07-09 12:53:07  ...  iPhone       

[23 rows x 9 columns] 


    _id            timestamp  ...  device  label
0     1  2019-07-08 15:41:51  ...  iPhone       
1     2  2019-07-08 15:51:51  ...  iPhone       
2     3  2019-07-08 16:15:49  ...  iPhone       
3     4  2019-07-08 16:25:48  ...  iPhone       
15   16  2019-07-08 17:26:00  ...  iPhone       
16   17  2019-07-08 17:36:01  ...  iPhone       
17   18  2019-07-08 17:46:13  ...  iPhone       
18   19  2019-07-08 17:56:12  ...  iPhone       
19   20  2019-07-08 18:06:50  ...  iPhone       
20   21  2019-07-08 18:41:18  ...  iPhone       
21   22  2019-07-08 18:52:46  ...  iPhone       
31   32  2019-07-08 19:21:22  ...  iPhone       
32   33  2019-07-08 19:36:28  ...  iPhone       
33   34  2019-07-08 19:46:32  ...  iPhone       
34   35  2019-07-08 19:57:23  ...  iPhone       
35   36  2019-07-08 20:07:24  ...  iPhone       
36   37  2019-07-08 20:17:23  ...  iPhone       
37   38  2019-07-08 20:27:23  ...  iPhone       
38   39  2019-07-08 20:37:23  ...  iPhone       
39   40  2019-07-08 20:47:49  ...  iPhone       
40   41  2019-07-09 12:32:58  ...  iPhone       
41   42  2019-07-09 12:43:07  ...  iPhone       
42   43  2019-07-09 12:53:07  ...  iPhone       

[23 rows x 9 columns] 


     _id            timestamp  ...  device  label
47    48  2019-07-10 13:18:34  ...  iPhone       
76    77  2019-07-10 16:35:54  ...  iPhone       
77    78  2019-07-10 17:14:34  ...  iPhone       
78    79  2019-07-10 17:24:34  ...  iPhone       
79    80  2019-07-10 17:34:35  ...  iPhone       
80    81  2019-07-10 17:44:37  ...  iPhone       
81    82  2019-07-10 17:52:26  ...  iPhone       
82    83  2019-07-10 18:02:25  ...  iPhone       
83    84  2019-07-10 20:21:57  ...  iPhone       
84    85  2019-07-10 20:32:29  ...  iPhone       
85    86  2019-07-10 20:49:24  ...  iPhone       
86    87  2019-07-10 21:00:36  ...  iPhone       
87    88  2019-07-10 21:37:40  ...  iPhone       
88    89  2019-07-10 21:59:36  ...  iPhone       
89    90  2019-07-10 22:13:07  ...  iPhone       
90    91  2019-07-10 22:36:09  ...  iPhone       
91    92  2019-07-10 22:49:15  ...  iPhone       
92    93  2019-07-10 23:00:03  ...  iPhone       
93    94  2019-07-10 23:08:58  ...  iPhone       
94    95  2019-07-10 23:23:51  ...  iPhone       
95    96  2019-07-10 23:50:50  ...  iPhone       
96    97  2019-07-11 07:36:51  ...  iPhone       
97    98  2019-07-11 08:13:31  ...  iPhone       
98    99  2019-07-11 08:25:20  ...  iPhone       
99   100  2019-07-11 08:38:39  ...  iPhone       
100  101  2019-07-11 08:49:19  ...  iPhone       
101  102  2019-07-11 09:00:07  ...  iPhone       
102  103  2019-07-11 09:14:01  ...  iPhone       
103  104  2019-07-11 09:24:51  ...  iPhone       

[29 rows x 9 columns] 


    _id            timestamp  ...  device  label
46   47  2019-07-10 13:18:34  ...  iPhone       
48   49  2019-07-10 16:35:54  ...  iPhone       
49   50  2019-07-10 17:14:34  ...  iPhone       
50   51  2019-07-10 17:24:34  ...  iPhone       
51   52  2019-07-10 17:34:35  ...  iPhone       
52   53  2019-07-10 17:44:37  ...  iPhone       
53   54  2019-07-10 17:52:26  ...  iPhone       
54   55  2019-07-10 18:02:25  ...  iPhone       
55   56  2019-07-10 20:21:57  ...  iPhone       
56   57  2019-07-10 20:32:29  ...  iPhone       
57   58  2019-07-10 20:49:24  ...  iPhone       
58   59  2019-07-10 21:00:36  ...  iPhone       
59   60  2019-07-10 21:37:40  ...  iPhone       
60   61  2019-07-10 21:59:36  ...  iPhone       
61   62  2019-07-10 22:13:07  ...  iPhone       
62   63  2019-07-10 22:36:09  ...  iPhone       
63   64  2019-07-10 22:49:15  ...  iPhone       
64   65  2019-07-10 23:00:03  ...  iPhone       
65   66  2019-07-10 23:05:27  ...  iPhone       
66   67  2019-07-10 23:23:51  ...  iPhone       
67   68  2019-07-10 23:50:50  ...  iPhone       
68   69  2019-07-11 07:36:51  ...  iPhone       
69   70  2019-07-11 08:13:31  ...  iPhone       
70   71  2019-07-11 08:25:20  ...  iPhone       
71   72  2019-07-11 08:38:39  ...  iPhone       
72   73  2019-07-11 08:49:19  ...  iPhone       
73   74  2019-07-11 09:00:07  ...  iPhone       
74   75  2019-07-11 09:14:01  ...  iPhone       
75   76  2019-07-11 09:24:51  ...  iPhone       

[29 rows x 9 columns] 


       _id            timestamp  ...  device  label
6038  6039  2019-07-17 12:11:21  ...  iPhone       
6039  6040  2019-07-17 12:26:09  ...  iPhone       
6040  6041  2019-07-17 13:02:58  ...  iPhone       

[3 rows x 9 columns] 


       _id            timestamp  ...  device  label
6041  6042  2019-07-17 12:11:21  ...  iPhone       
6042  6043  2019-07-17 12:26:09  ...  iPhone       
6043  6044  2019-07-17 13:02:58  ...  iPhone       

[3 rows x 9 columns] 


         _id            timestamp  ... device  label
6044    6045  2019-07-18 09:29:22  ...  Watch       
6045    6046  2019-07-18 09:30:24  ...  Watch       
6046    6047  2019-07-18 09:31:26  ...  Watch       
6047    6048  2019-07-18 09:32:07  ...  Watch       
6048    6049  2019-07-18 09:33:09  ...  Watch       
6049    6050  2019-07-18 09:34:10  ...  Watch       
6050    6051  2019-07-18 09:35:12  ...  Watch       
6051    6052  2019-07-18 09:36:14  ...  Watch       
6052    6053  2019-07-18 09:37:15  ...  Watch       
6053    6054  2019-07-18 09:38:17  ...  Watch       
6054    6055  2019-07-18 09:39:19  ...  Watch       
6055    6056  2019-07-18 09:40:20  ...  Watch       
6056    6057  2019-07-18 09:41:02  ...  Watch       
6057    6058  2019-07-18 09:42:03  ...  Watch       
6058    6059  2019-07-18 09:43:05  ...  Watch       
6059    6060  2019-07-18 09:44:06  ...  Watch       
6060    6061  2019-07-18 09:45:08  ...  Watch       
6061    6062  2019-07-18 09:46:09  ...  Watch       
6062    6063  2019-07-18 09:47:11  ...  Watch       
6063    6064  2019-07-18 09:48:03  ...  Watch       
6064    6065  2019-07-18 09:49:04  ...  Watch       
6065    6066  2019-07-18 09:49:45  ...  Watch       
6066    6067  2019-07-18 09:50:47  ...  Watch       
6067    6068  2019-07-18 09:52:19  ...  Watch       
6068    6069  2019-07-18 09:53:21  ...  Watch       
6069    6070  2019-07-18 09:54:23  ...  Watch       
6070    6071  2019-07-18 09:55:25  ...  Watch       
6071    6072  2019-07-18 09:56:26  ...  Watch       
6072    6073  2019-07-18 09:57:28  ...  Watch       
6073    6074  2019-07-18 09:58:30  ...  Watch       
...      ...                  ...  ...    ...    ...
11349  11350  2019-07-24 10:36:56  ...  Watch       
11350  11351  2019-07-24 10:37:58  ...  Watch       
11351  11352  2019-07-24 10:38:59  ...  Watch       
11352  11353  2019-07-24 10:39:41  ...  Watch       
11353  11354  2019-07-24 10:40:01  ...  Watch       
11354  11355  2019-07-24 10:41:03  ...  Watch       
11355  11356  2019-07-24 10:42:05  ...  Watch       
11356  11357  2019-07-24 10:43:06  ...  Watch       
11357  11358  2019-07-24 10:44:08  ...  Watch       
11358  11359  2019-07-24 10:45:10  ...  Watch       
11359  11360  2019-07-24 10:46:22  ...  Watch       
11360  11361  2019-07-24 10:47:34  ...  Watch       
11361  11362  2019-07-24 10:48:36  ...  Watch       
11362  11363  2019-07-24 10:49:59  ...  Watch       
11363  11364  2019-07-24 10:50:50  ...  Watch       
11364  11365  2019-07-24 10:51:52  ...  Watch       
11365  11366  2019-07-24 10:54:06  ...  Watch       
11366  11367  2019-07-24 10:55:08  ...  Watch       
11367  11368  2019-07-24 10:56:10  ...  Watch       
11368  11369  2019-07-24 10:57:11  ...  Watch       
11369  11370  2019-07-24 10:58:13  ...  Watch       
11370  11371  2019-07-24 10:59:15  ...  Watch       
11371  11372  2019-07-24 11:00:17  ...  Watch       
11372  11373  2019-07-24 11:00:58  ...  Watch       
11373  11374  2019-07-24 11:02:00  ...  Watch       
11374  11375  2019-07-24 11:02:41  ...  Watch       
11375  11376  2019-07-24 11:03:43  ...  Watch       
11376  11377  2019-07-24 11:04:45  ...  Watch       
11377  11378  2019-07-24 11:05:36  ...  Watch       
11378  11379  2019-07-24 11:05:57  ...  Watch       

[2469 rows x 9 columns] 


         _id            timestamp  ... device  label
6093    6094  2019-07-18 13:33:11  ...  Watch       
6094    6095  2019-07-18 13:48:17  ...  Watch       
6946    6947  2019-07-18 16:48:13  ...  Watch       
6947    6948  2019-07-18 17:03:23  ...  Watch       
6948    6949  2019-07-18 17:18:18  ...  Watch       
6949    6950  2019-07-18 17:33:18  ...  Watch       
6950    6951  2019-07-18 17:48:22  ...  Watch       
6951    6952  2019-07-18 18:03:27  ...  Watch       
6952    6953  2019-07-18 18:18:12  ...  Watch       
6953    6954  2019-07-18 18:33:17  ...  Watch       
6954    6955  2019-07-18 18:33:47  ...  Watch       
6955    6956  2019-07-18 19:33:47  ...  Watch       
6956    6957  2019-07-18 19:48:57  ...  Watch       
6957    6958  2019-07-18 20:04:05  ...  Watch       
6958    6959  2019-07-18 20:19:11  ...  Watch       
6959    6960  2019-07-18 20:34:18  ...  Watch       
6960    6961  2019-07-18 20:49:18  ...  Watch       
6961    6962  2019-07-18 21:04:23  ...  Watch       
6962    6963  2019-07-18 21:19:31  ...  Watch       
6963    6964  2019-07-18 21:34:39  ...  Watch       
6964    6965  2019-07-18 21:49:39  ...  Watch       
6965    6966  2019-07-18 22:04:42  ...  Watch       
6966    6967  2019-07-18 22:16:23  ...  Watch       
6967    6968  2019-07-18 23:16:23  ...  Watch       
6968    6969  2019-07-19 00:16:23  ...  Watch       
6969    6970  2019-07-19 00:43:25  ...  Watch       
6970    6971  2019-07-19 00:58:28  ...  Watch       
6971    6972  2019-07-19 01:13:38  ...  Watch       
6972    6973  2019-07-19 01:28:47  ...  Watch       
6973    6974  2019-07-19 01:31:32  ...  Watch       
...      ...                  ...  ...    ...    ...
10293  10294  2019-07-24 08:09:44  ...  Watch       
10294  10295  2019-07-24 08:09:45  ...  Watch       
10295  10296  2019-07-24 08:09:46  ...  Watch       
10296  10297  2019-07-24 08:09:46  ...  Watch       
10297  10298  2019-07-24 08:09:49  ...  Watch       
10298  10299  2019-07-24 08:09:50  ...  Watch       
10299  10300  2019-07-24 08:09:51  ...  Watch       
10300  10301  2019-07-24 08:09:51  ...  Watch       
10301  10302  2019-07-24 08:09:52  ...  Watch       
10302  10303  2019-07-24 08:09:54  ...  Watch       
10303  10304  2019-07-24 08:09:57  ...  Watch       
10304  10305  2019-07-24 08:09:59  ...  Watch       
10305  10306  2019-07-24 08:10:01  ...  Watch       
10306  10307  2019-07-24 08:10:03  ...  Watch       
10307  10308  2019-07-24 08:10:04  ...  Watch       
10308  10309  2019-07-24 08:10:04  ...  Watch       
10309  10310  2019-07-24 08:10:07  ...  Watch       
10310  10311  2019-07-24 08:10:09  ...  Watch       
10311  10312  2019-07-24 08:10:12  ...  Watch       
10312  10313  2019-07-24 08:10:15  ...  Watch       
10313  10314  2019-07-24 08:25:37  ...  Watch       
10314  10315  2019-07-24 08:40:42  ...  Watch       
10315  10316  2019-07-24 08:55:47  ...  Watch       
10316  10317  2019-07-24 09:10:54  ...  Watch       
10317  10318  2019-07-24 09:25:57  ...  Watch       
10318  10319  2019-07-24 09:41:01  ...  Watch       
10319  10320  2019-07-24 09:56:05  ...  Watch       
10320  10321  2019-07-24 10:11:10  ...  Watch       
10321  10322  2019-07-24 10:26:59  ...  Watch       
10322  10323  2019-07-24 10:42:05  ...  Watch       

[534 rows x 9 columns] 


       _id            timestamp  ...  device  label
6096  6097  2019-07-18 13:28:44  ...   Watch       
6492  6493  2019-07-18 16:50:45  ...   Watch       
6493  6494  2019-07-18 16:51:47  ...   Watch       
6494  6495  2019-07-18 16:56:08  ...   Watch       
6495  6496  2019-07-18 17:00:48  ...   Watch       
6496  6497  2019-07-18 17:15:38  ...   Watch       
6497  6498  2019-07-18 17:16:51  ...   Watch       
6498  6499  2019-07-18 17:18:41  ...   Watch       
6499  6500  2019-07-18 17:18:41  ...  iPhone       
6500  6501  2019-07-18 17:19:42  ...   Watch       
6501  6502  2019-07-18 17:21:45  ...   Watch       
6502  6503  2019-07-18 17:23:09  ...   Watch       
6503  6504  2019-07-18 17:24:11  ...   Watch       
6504  6505  2019-07-18 17:25:13  ...   Watch       
6505  6506  2019-07-18 17:27:16  ...   Watch       
6506  6507  2019-07-18 17:29:19  ...   Watch       
6507  6508  2019-07-18 17:29:24  ...  iPhone       
6508  6509  2019-07-18 17:39:18  ...   Watch       
6509  6510  2019-07-18 17:39:23  ...  iPhone       
6510  6511  2019-07-18 17:49:16  ...   Watch       
6511  6512  2019-07-18 17:49:30  ...  iPhone       
6512  6513  2019-07-18 17:59:15  ...   Watch       
6513  6514  2019-07-18 17:59:29  ...  iPhone       
6514  6515  2019-07-18 18:09:30  ...  iPhone       
6515  6516  2019-07-18 18:10:16  ...   Watch       
6516  6517  2019-07-18 18:11:18  ...   Watch       
6517  6518  2019-07-18 18:13:21  ...   Watch       
6518  6519  2019-07-18 18:14:23  ...   Watch       
6519  6520  2019-07-18 18:16:26  ...   Watch       
6520  6521  2019-07-18 18:18:30  ...   Watch       
...    ...                  ...  ...     ...    ...
9965  9966  2019-07-24 08:53:11  ...   Watch       
9966  9967  2019-07-24 08:57:05  ...  iPhone       
9967  9968  2019-07-24 09:06:14  ...   Watch       
9968  9969  2019-07-24 09:07:40  ...  iPhone       
9969  9970  2019-07-24 09:10:20  ...   Watch       
9970  9971  2019-07-24 09:18:48  ...  iPhone       
9971  9972  2019-07-24 09:19:58  ...   Watch       
9972  9973  2019-07-24 09:21:00  ...   Watch       
9973  9974  2019-07-24 09:22:01  ...   Watch       
9974  9975  2019-07-24 09:23:03  ...   Watch       
9975  9976  2019-07-24 09:24:04  ...   Watch       
9976  9977  2019-07-24 09:25:06  ...   Watch       
9977  9978  2019-07-24 09:28:48  ...  iPhone       
9978  9979  2019-07-24 09:36:57  ...   Watch       
9979  9980  2019-07-24 09:39:00  ...   Watch       
9980  9981  2019-07-24 09:40:54  ...  iPhone       
9981  9982  2019-07-24 09:41:04  ...   Watch       
9982  9983  2019-07-24 09:50:54  ...  iPhone       
9983  9984  2019-07-24 09:51:02  ...   Watch       
9984  9985  2019-07-24 10:00:58  ...  iPhone       
9985  9986  2019-07-24 10:01:00  ...   Watch       
9986  9987  2019-07-24 10:02:01  ...   Watch       
9987  9988  2019-07-24 10:03:03  ...   Watch       
9988  9989  2019-07-24 10:04:04  ...   Watch       
9989  9990  2019-07-24 10:05:23  ...   Watch       
9990  9991  2019-07-24 10:15:22  ...   Watch       
9991  9992  2019-07-24 10:16:23  ...   Watch       
9992  9993  2019-07-24 10:17:51  ...   Watch       
9993  9994  2019-07-24 10:22:54  ...   Watch       
9994  9995  2019-07-24 10:31:45  ...   Watch       

[802 rows x 9 columns] 


       _id            timestamp  ...  device  label
7012  7013  2019-07-18 17:41:30  ...  iPhone       
7013  7014  2019-07-18 18:11:27  ...  iPhone       
7626  7627  2019-07-19 19:20:48  ...  iPhone       
7627  7628  2019-07-20 11:05:51  ...  iPhone       
7628  7629  2019-07-20 11:33:44  ...  iPhone       
7629  7630  2019-07-20 11:43:45  ...  iPhone       
7630  7631  2019-07-20 11:55:49  ...  iPhone       
7631  7632  2019-07-20 12:21:43  ...  iPhone       
7632  7633  2019-07-20 13:25:44  ...  iPhone       
7633  7634  2019-07-20 13:44:23  ...  iPhone       
7634  7635  2019-07-20 16:01:09  ...  iPhone       
7635  7636  2019-07-20 16:33:11  ...  iPhone       
7636  7637  2019-07-20 16:43:28  ...  iPhone       
7637  7638  2019-07-20 17:00:07  ...  iPhone       
7638  7639  2019-07-20 17:13:04  ...  iPhone       
7639  7640  2019-07-20 17:55:11  ...  iPhone       
7640  7641  2019-07-20 18:05:51  ...  iPhone       
7641  7642  2019-07-20 18:16:57  ...  iPhone       
7642  7643  2019-07-20 18:29:36  ...  iPhone       
7643  7644  2019-07-20 18:40:04  ...  iPhone       
7644  7645  2019-07-20 18:50:24  ...  iPhone       
7645  7646  2019-07-20 21:32:18  ...  iPhone       
7646  7647  2019-07-21 11:38:24  ...  iPhone       
7647  7648  2019-07-21 12:17:21  ...  iPhone       
7648  7649  2019-07-21 12:40:41  ...  iPhone       
7649  7650  2019-07-21 13:27:18  ...  iPhone       
9183  9184  2019-07-21 18:38:42  ...  iPhone       
9184  9185  2019-07-22 09:58:45  ...  iPhone       
9340  9341  2019-07-22 15:03:39  ...  iPhone       
9341  9342  2019-07-24 09:43:50  ...  iPhone       

[30 rows x 9 columns] 


       _id            timestamp  ... device  label
6130  6131  2019-07-18 13:30:19  ...  Watch       
6131  6132  2019-07-18 13:33:58  ...  Watch       
6132  6133  2019-07-18 13:40:16  ...  Watch       
6133  6134  2019-07-18 13:43:57  ...  Watch       
6134  6135  2019-07-18 13:47:13  ...  Watch       
6135  6136  2019-07-18 13:51:30  ...  Watch       
6136  6137  2019-07-18 13:59:34  ...  Watch       
6137  6138  2019-07-18 14:00:10  ...  Watch       
6138  6139  2019-07-18 14:00:15  ...  Watch       
6139  6140  2019-07-18 14:00:20  ...  Watch       
6140  6141  2019-07-18 14:00:25  ...  Watch       
6141  6142  2019-07-18 14:00:30  ...  Watch       
6142  6143  2019-07-18 14:00:35  ...  Watch       
6143  6144  2019-07-18 14:00:40  ...  Watch       
6144  6145  2019-07-18 14:00:45  ...  Watch       
6145  6146  2019-07-18 14:01:09  ...  Watch       
6146  6147  2019-07-18 14:01:16  ...  Watch       
6147  6148  2019-07-18 14:01:19  ...  Watch       
6148  6149  2019-07-18 14:01:24  ...  Watch       
6358  6359  2019-07-18 16:40:42  ...  Watch       
6359  6360  2019-07-18 16:42:23  ...  Watch       
6360  6361  2019-07-18 16:45:59  ...  Watch       
6361  6362  2019-07-18 16:55:50  ...  Watch       
6362  6363  2019-07-18 16:57:08  ...  Watch       
6363  6364  2019-07-18 17:01:17  ...  Watch       
6364  6365  2019-07-18 17:06:08  ...  Watch       
6365  6366  2019-07-18 17:13:48  ...  Watch       
6366  6367  2019-07-18 17:17:55  ...  Watch       
6367  6368  2019-07-18 20:11:29  ...  Watch       
6368  6369  2019-07-18 20:24:25  ...  Watch       
...    ...                  ...  ...    ...    ...
9770  9771  2019-07-24 08:09:56  ...  Watch       
9771  9772  2019-07-24 08:10:01  ...  Watch       
9772  9773  2019-07-24 08:10:06  ...  Watch       
9773  9774  2019-07-24 08:10:11  ...  Watch       
9774  9775  2019-07-24 08:10:16  ...  Watch       
9775  9776  2019-07-24 08:10:21  ...  Watch       
9776  9777  2019-07-24 08:10:26  ...  Watch       
9777  9778  2019-07-24 08:10:31  ...  Watch       
9778  9779  2019-07-24 08:10:36  ...  Watch       
9779  9780  2019-07-24 08:10:41  ...  Watch       
9780  9781  2019-07-24 08:10:46  ...  Watch       
9781  9782  2019-07-24 08:10:51  ...  Watch       
9782  9783  2019-07-24 08:11:26  ...  Watch       
9783  9784  2019-07-24 08:20:16  ...  Watch       
9784  9785  2019-07-24 08:23:34  ...  Watch       
9785  9786  2019-07-24 08:31:17  ...  Watch       
9786  9787  2019-07-24 08:35:41  ...  Watch       
9787  9788  2019-07-24 08:43:53  ...  Watch       
9788  9789  2019-07-24 10:07:04  ...  Watch       
9789  9790  2019-07-24 10:12:51  ...  Watch       
9790  9791  2019-07-24 10:14:41  ...  Watch       
9791  9792  2019-07-24 10:18:42  ...  Watch       
9792  9793  2019-07-24 10:23:43  ...  Watch       
9793  9794  2019-07-24 10:28:19  ...  Watch       
9794  9795  2019-07-24 10:33:30  ...  Watch       
9795  9796  2019-07-24 10:41:49  ...  Watch       
9796  9797  2019-07-24 10:48:05  ...  Watch       
9797  9798  2019-07-24 10:53:02  ...  Watch       
9798  9799  2019-07-24 10:57:09  ...  Watch       
9799  9800  2019-07-24 10:58:24  ...  Watch       

[694 rows x 9 columns] 


       _id            timestamp  ...  device  label
6095  6096  2019-07-18 13:28:44  ...   Watch       
6151  6152  2019-07-18 16:50:45  ...   Watch       
6152  6153  2019-07-18 16:51:47  ...   Watch       
6153  6154  2019-07-18 16:56:08  ...   Watch       
6154  6155  2019-07-18 17:00:48  ...   Watch       
6155  6156  2019-07-18 17:15:38  ...   Watch       
6156  6157  2019-07-18 17:16:51  ...   Watch       
6157  6158  2019-07-18 17:18:41  ...   Watch       
6158  6159  2019-07-18 17:18:41  ...  iPhone       
6159  6160  2019-07-18 17:19:42  ...   Watch       
6160  6161  2019-07-18 17:21:45  ...   Watch       
6161  6162  2019-07-18 17:23:09  ...   Watch       
6162  6163  2019-07-18 17:24:11  ...   Watch       
6163  6164  2019-07-18 17:25:13  ...   Watch       
6164  6165  2019-07-18 17:27:16  ...   Watch       
6165  6166  2019-07-18 17:29:19  ...   Watch       
6166  6167  2019-07-18 17:29:24  ...  iPhone       
6167  6168  2019-07-18 17:39:18  ...   Watch       
6168  6169  2019-07-18 17:39:23  ...  iPhone       
6169  6170  2019-07-18 17:49:16  ...   Watch       
6170  6171  2019-07-18 17:49:30  ...  iPhone       
6171  6172  2019-07-18 17:59:15  ...   Watch       
6172  6173  2019-07-18 17:59:29  ...  iPhone       
6173  6174  2019-07-18 18:09:30  ...  iPhone       
6174  6175  2019-07-18 18:10:16  ...   Watch       
6175  6176  2019-07-18 18:11:18  ...   Watch       
6176  6177  2019-07-18 18:13:21  ...   Watch       
6177  6178  2019-07-18 18:14:23  ...   Watch       
6178  6179  2019-07-18 18:16:26  ...   Watch       
6179  6180  2019-07-18 18:18:30  ...   Watch       
...    ...                  ...  ...     ...    ...
9503  9504  2019-07-24 08:53:11  ...   Watch       
9504  9505  2019-07-24 08:57:05  ...  iPhone       
9505  9506  2019-07-24 09:06:14  ...   Watch       
9506  9507  2019-07-24 09:07:40  ...  iPhone       
9507  9508  2019-07-24 09:10:20  ...   Watch       
9508  9509  2019-07-24 09:18:48  ...  iPhone       
9509  9510  2019-07-24 09:19:58  ...   Watch       
9510  9511  2019-07-24 09:21:00  ...   Watch       
9511  9512  2019-07-24 09:22:01  ...   Watch       
9512  9513  2019-07-24 09:23:03  ...   Watch       
9513  9514  2019-07-24 09:24:04  ...   Watch       
9514  9515  2019-07-24 09:25:06  ...   Watch       
9515  9516  2019-07-24 09:28:48  ...  iPhone       
9516  9517  2019-07-24 09:36:57  ...   Watch       
9517  9518  2019-07-24 09:39:00  ...   Watch       
9518  9519  2019-07-24 09:40:54  ...  iPhone       
9519  9520  2019-07-24 09:41:04  ...   Watch       
9520  9521  2019-07-24 09:50:54  ...  iPhone       
9521  9522  2019-07-24 09:51:02  ...   Watch       
9522  9523  2019-07-24 10:00:58  ...  iPhone       
9523  9524  2019-07-24 10:01:00  ...   Watch       
9524  9525  2019-07-24 10:02:01  ...   Watch       
9525  9526  2019-07-24 10:03:03  ...   Watch       
9526  9527  2019-07-24 10:04:04  ...   Watch       
9527  9528  2019-07-24 10:05:23  ...   Watch       
9528  9529  2019-07-24 10:15:22  ...   Watch       
9529  9530  2019-07-24 10:16:23  ...   Watch       
9530  9531  2019-07-24 10:17:51  ...   Watch       
9531  9532  2019-07-24 10:22:54  ...   Watch       
9532  9533  2019-07-24 10:31:45  ...   Watch       

[806 rows x 9 columns] 


     _id            timestamp  ...   device  label
214  215  2019-07-12 00:02:24  ...  unknown       

[1 rows x 9 columns] 


     _id            timestamp  ...  device  label
104  105  2019-07-11 18:04:26  ...  iPhone       
