         _id            timestamp  ... device  label
105  106  2019-07-11 18:14:29  ...  iPhone       
106  107  2019-07-11 18:24:28  ...  iPhone       
107  108  2019-07-11 18:34:33  ...  iPhone       
108  109  2019-07-11 18:49:00  ...  iPhone       
109  110  2019-07-11 18:59:05  ...  iPhone       
110  111  2019-07-11 19:17:07  ...  iPhone       
111  112  2019-07-11 19:32:19  ...  iPhone       
112  113  2019-07-11 19:42:28  ...  iPhone       
113  114  2019-07-11 19:52:27  ...  iPhone       
114  115  2019-07-11 20:02:27  ...  iPhone       
115  116  2019-07-11 20:12:29  ...  iPhone       
116  117  2019-07-11 20:22:28  ...  iPhone       
117  118  2019-07-11 20:32:33  ...  iPhone       
118  119  2019-07-11 21:15:42  ...  iPhone       
119  120  2019-07-11 21:25:42  ...  iPhone       
120  121  2019-07-11 22:44:20  ...  iPhone       
121  122  2019-07-11 22:55:16  ...  iPhone       
122  123  2019-07-12 00:17:32  ...  iPhone       
123  124  2019-07-12 07:58:29  ...   Watch       
124  125  2019-07-12 07:59:29  ...   Watch       
125  126  2019-07-12 08:00:59  ...   Watch       
126  127  2019-07-12 08:02:01  ...   Watch       
127  128  2019-07-12 08:04:10  ...   Watch       
128  129  2019-07-12 08:05:11  ...   Watch       
129  130  2019-07-12 08:06:41  ...   Watch       
130  131  2019-07-12 08:07:01  ...  iPhone       
131  132  2019-07-12 08:15:18  ...   Watch       
132  133  2019-07-12 08:16:58  ...   Watch       
133  134  2019-07-12 08:17:37  ...  iPhone       
134  135  2019-07-12 08:18:00  ...   Watch       
135  136  2019-07-12 08:19:02  ...   Watch       
136  137  2019-07-12 08:27:30  ...   Watch       
137  138  2019-07-12 08:28:42  ...   Watch       
138  139  2019-07-12 08:34:47  ...   Watch       
139  140  2019-07-12 08:35:49  ...   Watch       
140  141  2019-07-12 08:45:48  ...   Watch       
141  142  2019-07-12 08:46:50  ...   Watch       
142  143  2019-07-12 08:47:29  ...  iPhone       
143  144  2019-07-12 08:47:52  ...   Watch       
144  145  2019-07-12 08:49:37  ...   Watch       
145  146  2019-07-12 08:50:39  ...   Watch       
146  147  2019-07-12 08:51:40  ...   Watch       
147  148  2019-07-12 08:52:42  ...   Watch       
148  149  2019-07-12 08:53:44  ...   Watch       
149  150  2019-07-12 08:54:45  ...   Watch       
150  151  2019-07-12 08:55:47  ...   Watch       
151  152  2019-07-12 08:56:49  ...   Watch       
152  153  2019-07-12 08:57:53  ...   Watch       
153  154  2019-07-12 08:58:28  ...  iPhone       
154  155  2019-07-12 08:58:55  ...   Watch       
155  156  2019-07-12 08:59:55  ...   Watch       
156  157  2019-07-12 09:00:57  ...   Watch       
157  158  2019-07-12 09:05:59  ...   Watch       
282  283  2019-07-12 09:39:11  ...  iPhone       
283  284  2019-07-12 09:39:26  ...   Watch       
284  285  2019-07-12 09:49:10  ...  iPhone       

[57 rows x 9 columns] 


     _id            timestamp  ...  device  label
277  278  2019-07-11 18:26:59  ...  iPhone       
278  279  2019-07-11 20:13:15  ...  iPhone       

[2 rows x 9 columns] 


     _id            timestamp  ... device  label
215  216  2019-07-12 08:00:28  ...  Watch       
216  217  2019-07-12 08:02:36  ...  Watch       
217  218  2019-07-12 08:02:41  ...  Watch       
218  219  2019-07-12 08:02:46  ...  Watch       
219  220  2019-07-12 08:13:22  ...  Watch       
220  221  2019-07-12 08:24:30  ...  Watch       
221  222  2019-07-12 08:30:17  ...  Watch       
222  223  2019-07-12 08:34:34  ...  Watch       
223  224  2019-07-12 08:48:53  ...  Watch       
224  225  2019-07-12 08:59:17  ...  Watch       
225  226  2019-07-12 08:59:22  ...  Watch       
226  227  2019-07-12 08:59:27  ...  Watch       
227  228  2019-07-12 08:59:32  ...  Watch       
228  229  2019-07-12 08:59:37  ...  Watch       
229  230  2019-07-12 08:59:42  ...  Watch       
230  231  2019-07-12 09:01:05  ...  Watch       
231  232  2019-07-12 09:01:15  ...  Watch       
232  233  2019-07-12 09:01:20  ...  Watch       
233  234  2019-07-12 09:01:25  ...  Watch       
234  235  2019-07-12 09:01:30  ...  Watch       
235  236  2019-07-12 09:01:58  ...  Watch       
236  237  2019-07-12 09:02:51  ...  Watch       
237  238  2019-07-12 09:03:01  ...  Watch       
238  239  2019-07-12 09:03:06  ...  Watch       
239  240  2019-07-12 09:03:11  ...  Watch       
240  241  2019-07-12 09:03:16  ...  Watch       
241  242  2019-07-12 09:03:21  ...  Watch       
242  243  2019-07-12 09:03:26  ...  Watch       
243  244  2019-07-12 09:03:40  ...  Watch       
244  245  2019-07-12 09:03:45  ...  Watch       
..   ...                  ...  ...    ...    ...
258  259  2019-07-12 09:05:55  ...  Watch       
259  260  2019-07-12 09:06:06  ...  Watch       
260  261  2019-07-12 09:06:11  ...  Watch       
261  262  2019-07-12 09:06:16  ...  Watch       
262  263  2019-07-12 09:06:21  ...  Watch       
263  264  2019-07-12 09:06:26  ...  Watch       
264  265  2019-07-12 09:06:31  ...  Watch       
265  266  2019-07-12 09:06:36  ...  Watch       
266  267  2019-07-12 09:06:53  ...  Watch       
267  268  2019-07-12 09:06:58  ...  Watch       
268  269  2019-07-12 09:07:03  ...  Watch       
269  270  2019-07-12 09:07:08  ...  Watch       
270  271  2019-07-12 09:07:13  ...  Watch       
271  272  2019-07-12 09:07:18  ...  Watch       
272  273  2019-07-12 09:07:23  ...  Watch       
273  274  2019-07-12 09:07:28  ...  Watch       
274  275  2019-07-12 09:21:06  ...  Watch       
275  276  2019-07-12 09:21:11  ...  Watch       
276  277  2019-07-12 09:21:16  ...  Watch       
285  286  2019-07-12 09:30:45  ...  Watch       
286  287  2019-07-12 09:40:14  ...  Watch       
287  288  2019-07-12 09:40:19  ...  Watch       
288  289  2019-07-12 09:40:24  ...  Watch       
289  290  2019-07-12 09:40:29  ...  Watch       
290  291  2019-07-12 09:40:34  ...  Watch       
291  292  2019-07-12 09:40:39  ...  Watch       
292  293  2019-07-12 09:40:44  ...  Watch       
293  294  2019-07-12 09:40:50  ...  Watch       
294  295  2019-07-12 09:40:55  ...  Watch       
295  296  2019-07-12 09:54:29  ...  Watch       

[73 rows x 9 columns] 


     _id            timestamp  ...   device  label
213  214  2019-07-12 00:02:24  ...  unknown       

[1 rows x 9 columns] 


     _id            timestamp  ...  device  label
158  159  2019-07-11 18:04:26  ...  iPhone       
159  160  2019-07-11 18:14:29  ...  iPhone       
160  161  2019-07-11 18:24:28  ...  iPhone       
161  162  2019-07-11 18:34:33  ...  iPhone       
162  163  2019-07-11 18:49:00  ...  iPhone       
163  164  2019-07-11 18:59:05  ...  iPhone       
164  165  2019-07-11 19:17:07  ...  iPhone       
165  166  2019-07-11 19:32:19  ...  iPhone       
166  167  2019-07-11 19:42:28  ...  iPhone       
167  168  2019-07-11 19:52:27  ...  iPhone       
168  169  2019-07-11 20:02:27  ...  iPhone       
169  170  2019-07-11 20:12:29  ...  iPhone       
170  171  2019-07-11 20:22:28  ...  iPhone       
171  172  2019-07-11 20:32:33  ...  iPhone       
172  173  2019-07-11 21:15:42  ...  iPhone       
173  174  2019-07-11 21:25:42  ...  iPhone       
174  175  2019-07-11 22:44:20  ...  iPhone       
175  176  2019-07-11 22:55:16  ...  iPhone       
176  177  2019-07-12 00:17:32  ...  iPhone       
177  178  2019-07-12 07:58:29  ...   Watch       
178  179  2019-07-12 07:59:29  ...   Watch       
179  180  2019-07-12 08:00:59  ...   Watch       
180  181  2019-07-12 08:02:01  ...   Watch       
181  182  2019-07-12 08:04:10  ...   Watch       
182  183  2019-07-12 08:05:11  ...   Watch       
183  184  2019-07-12 08:06:41  ...   Watch       
184  185  2019-07-12 08:07:01  ...  iPhone       
185  186  2019-07-12 08:15:18  ...   Watch       
186  187  2019-07-12 08:16:58  ...   Watch       
187  188  2019-07-12 08:17:37  ...  iPhone       
188  189  2019-07-12 08:18:00  ...   Watch       
189  190  2019-07-12 08:19:02  ...   Watch       
190  191  2019-07-12 08:27:30  ...   Watch       
191  192  2019-07-12 08:28:42  ...   Watch       
192  193  2019-07-12 08:34:47  ...   Watch       
193  194  2019-07-12 08:35:49  ...   Watch       
194  195  2019-07-12 08:45:48  ...   Watch       
195  196  2019-07-12 08:46:50  ...   Watch       
196  197  2019-07-12 08:47:29  ...  iPhone       
197  198  2019-07-12 08:47:52  ...   Watch       
198  199  2019-07-12 08:49:37  ...   Watch       
199  200  2019-07-12 08:50:39  ...   Watch       
200  201  2019-07-12 08:51:40  ...   Watch       
201  202  2019-07-12 08:52:42  ...   Watch       
202  203  2019-07-12 08:53:44  ...   Watch       
203  204  2019-07-12 08:54:45  ...   Watch       
204  205  2019-07-12 08:55:47  ...   Watch       
205  206  2019-07-12 08:56:49  ...   Watch       
206  207  2019-07-12 08:57:53  ...   Watch       
207  208  2019-07-12 08:58:28  ...  iPhone       
208  209  2019-07-12 08:58:55  ...   Watch       
209  210  2019-07-12 08:59:55  ...   Watch       
210  211  2019-07-12 09:00:57  ...   Watch       
211  212  2019-07-12 09:11:06  ...   Watch       
212  213  2019-07-12 09:13:09  ...   Watch       
279  280  2019-07-12 09:39:11  ...  iPhone       
280  281  2019-07-12 09:39:26  ...   Watch       
281  282  2019-07-12 09:49:10  ...  iPhone       

[58 rows x 9 columns] 


         _id            timestamp  ... device  label
17358  17359  2019-07-24 14:09:16  ...  Watch       
17359  17360  2019-07-24 14:10:18  ...  Watch       
17360  17361  2019-07-24 14:11:10  ...  Watch       
17361  17362  2019-07-24 14:12:11  ...  Watch       
17362  17363  2019-07-24 14:13:13  ...  Watch       
17363  17364  2019-07-24 14:14:15  ...  Watch       
17364  17365  2019-07-24 14:15:17  ...  Watch       
17365  17366  2019-07-24 14:16:19  ...  Watch       
17366  17367  2019-07-24 14:17:20  ...  Watch       
17367  17368  2019-07-24 14:18:22  ...  Watch       
17368  17369  2019-07-24 14:19:24  ...  Watch       
17369  17370  2019-07-24 14:20:36  ...  Watch       
17370  17371  2019-07-24 14:21:38  ...  Watch       
17371  17372  2019-07-24 14:22:50  ...  Watch       
17372  17373  2019-07-24 14:23:52  ...  Watch       
17373  17374  2019-07-24 14:24:53  ...  Watch       
17374  17375  2019-07-24 14:25:55  ...  Watch       
17375  17376  2019-07-24 14:27:01  ...  Watch       
17376  17377  2019-07-24 14:28:03  ...  Watch       
17378  17379  2019-07-24 14:28:13  ...  Watch       
17379  17380  2019-07-24 14:29:15  ...  Watch       
17380  17381  2019-07-24 14:30:17  ...  Watch       
17381  17382  2019-07-24 14:31:19  ...  Watch       
17382  17383  2019-07-24 14:32:21  ...  Watch       
17383  17384  2019-07-24 14:33:22  ...  Watch       
17384  17385  2019-07-24 14:34:24  ...  Watch       
17385  17386  2019-07-24 14:35:26  ...  Watch       
17386  17387  2019-07-24 14:36:28  ...  Watch       
17396  17397  2019-07-24 14:09:16  ...  Watch       
17397  17398  2019-07-24 14:10:18  ...  Watch       
...      ...                  ...  ...    ...    ...
18076  18077  2019-07-31 10:51:31  ...  Watch       
18077  18078  2019-07-31 10:54:26  ...  Watch       
18078  18079  2019-07-31 10:55:30  ...  Watch       
18079  18080  2019-07-31 10:56:32  ...  Watch       
18080  18081  2019-07-31 10:57:34  ...  Watch       
18081  18082  2019-07-31 10:58:36  ...  Watch       
18082  18083  2019-07-31 10:58:56  ...  Watch       
18083  18084  2019-07-31 10:59:58  ...  Watch       
18084  18085  2019-07-31 11:00:29  ...  Watch       
18085  18086  2019-07-31 11:01:31  ...  Watch       
18086  18087  2019-07-31 11:02:33  ...  Watch       
18087  18088  2019-07-31 11:03:03  ...  Watch       
18088  18089  2019-07-31 11:04:05  ...  Watch       
18425  18426  2019-07-31 11:05:07  ...  Watch       
18426  18427  2019-07-31 11:06:08  ...  Watch       
18427  18428  2019-07-31 11:07:10  ...  Watch       
18428  18429  2019-07-31 11:08:12  ...  Watch       
18429  18430  2019-07-31 11:09:03  ...  Watch       
18430  18431  2019-07-31 11:10:26  ...  Watch       
18431  18432  2019-07-31 11:11:27  ...  Watch       
18432  18433  2019-07-31 11:12:29  ...  Watch       
18433  18434  2019-07-31 11:13:31  ...  Watch       
18434  18435  2019-07-31 11:14:33  ...  Watch       
18435  18436  2019-07-31 11:15:24  ...  Watch       
18436  18437  2019-07-31 11:16:05  ...  Watch       
18437  18438  2019-07-31 11:17:07  ...  Watch       
18438  18439  2019-07-31 11:18:09  ...  Watch       
18440  18441  2019-07-31 11:18:40  ...  Watch       
18441  18442  2019-07-31 11:19:41  ...  Watch       
18442  18443  2019-07-31 11:20:43  ...  Watch       

[510 rows x 9 columns] 


         _id            timestamp  ... device  label
16963  16964  2019-07-21 15:02:46  ...  Watch       
16964  16965  2019-07-21 16:02:46  ...  Watch       
16965  16966  2019-07-21 17:02:46  ...  Watch       
16966  16967  2019-07-21 18:02:46  ...  Watch       
16967  16968  2019-07-21 19:02:46  ...  Watch       
16968  16969  2019-07-21 20:02:46  ...  Watch       
16969  16970  2019-07-21 21:02:46  ...  Watch       
16970  16971  2019-07-21 21:24:36  ...  Watch       
16971  16972  2019-07-21 21:39:37  ...  Watch       
16972  16973  2019-07-21 21:54:43  ...  Watch       
16973  16974  2019-07-21 22:09:49  ...  Watch       
16974  16975  2019-07-21 22:24:54  ...  Watch       
16975  16976  2019-07-21 22:40:00  ...  Watch       
16976  16977  2019-07-21 22:55:06  ...  Watch       
16977  16978  2019-07-21 23:10:12  ...  Watch       
16978  16979  2019-07-21 23:12:26  ...  Watch       
16979  16980  2019-07-22 00:12:26  ...  Watch       
16980  16981  2019-07-22 00:36:43  ...  Watch       
16981  16982  2019-07-22 00:52:00  ...  Watch       
16982  16983  2019-07-22 01:07:06  ...  Watch       
16983  16984  2019-07-22 01:22:13  ...  Watch       
16984  16985  2019-07-22 01:38:32  ...  Watch       
16985  16986  2019-07-22 01:53:59  ...  Watch       
16986  16987  2019-07-22 02:11:19  ...  Watch       
16987  16988  2019-07-22 02:26:26  ...  Watch       
16988  16989  2019-07-22 02:41:42  ...  Watch       
16989  16990  2019-07-22 02:56:49  ...  Watch       
16990  16991  2019-07-22 03:11:55  ...  Watch       
16991  16992  2019-07-22 03:27:12  ...  Watch       
16992  16993  2019-07-22 03:42:19  ...  Watch       
...      ...                  ...  ...    ...    ...
18180  18181  2019-07-30 07:23:06  ...  Watch       
18181  18182  2019-07-30 08:23:06  ...  Watch       
18182  18183  2019-07-30 09:23:06  ...  Watch       
18183  18184  2019-07-30 10:23:06  ...  Watch       
18184  18185  2019-07-30 11:23:06  ...  Watch       
18185  18186  2019-07-30 12:23:06  ...  Watch       
18186  18187  2019-07-30 13:23:06  ...  Watch       
18187  18188  2019-07-30 14:23:06  ...  Watch       
18188  18189  2019-07-30 15:23:06  ...  Watch       
18189  18190  2019-07-30 16:23:06  ...  Watch       
18190  18191  2019-07-30 17:23:06  ...  Watch       
18191  18192  2019-07-30 18:23:06  ...  Watch       
18192  18193  2019-07-30 19:23:06  ...  Watch       
18193  18194  2019-07-30 20:23:06  ...  Watch       
18194  18195  2019-07-30 21:23:06  ...  Watch       
18195  18196  2019-07-30 22:23:06  ...  Watch       
18196  18197  2019-07-30 23:23:06  ...  Watch       
18197  18198  2019-07-31 00:23:06  ...  Watch       
18198  18199  2019-07-31 01:23:06  ...  Watch       
18199  18200  2019-07-31 02:23:06  ...  Watch       
18200  18201  2019-07-31 03:23:06  ...  Watch       
18201  18202  2019-07-31 04:23:06  ...  Watch       
18202  18203  2019-07-31 05:23:06  ...  Watch       
18203  18204  2019-07-31 06:23:06  ...  Watch       
18204  18205  2019-07-31 07:23:06  ...  Watch       
18205  18206  2019-07-31 08:23:06  ...  Watch       
18206  18207  2019-07-31 09:23:06  ...  Watch       
18207  18208  2019-07-31 10:23:06  ...  Watch       
18208  18209  2019-07-31 10:38:13  ...  Watch       
18439  18440  2019-07-31 10:54:26  ...  Watch       

[566 rows x 9 columns] 


         _id            timestamp  ...  device  label
17392  17393  2019-07-24 14:26:00  ...   Watch       
17393  17394  2019-07-24 14:26:11  ...  iPhone       
17394  17395  2019-07-24 14:27:04  ...   Watch       
17395  17396  2019-07-24 14:28:06  ...   Watch       
17430  17431  2019-07-24 14:26:00  ...   Watch       
17431  17432  2019-07-24 14:26:11  ...  iPhone       
17432  17433  2019-07-24 14:27:04  ...   Watch       
17433  17434  2019-07-24 14:28:06  ...   Watch       
17454  17455  2019-07-24 14:52:44  ...   Watch       
17462  17463  2019-07-24 15:16:18  ...  iPhone       
17510  17511  2019-07-25 13:00:43  ...   Watch       
17511  17512  2019-07-25 13:23:27  ...   Watch       
17512  17513  2019-07-25 13:29:23  ...   Watch       
17513  17514  2019-07-25 14:20:24  ...   Watch       
17514  17515  2019-07-25 14:21:26  ...   Watch       
17622  17623  2019-07-25 15:51:57  ...   Watch       
17729  17730  2019-07-25 16:31:09  ...   Watch       
17730  17731  2019-07-25 16:32:11  ...   Watch       
17731  17732  2019-07-25 16:33:13  ...   Watch       
17732  17733  2019-07-25 16:34:15  ...   Watch       
17733  17734  2019-07-25 16:34:19  ...  iPhone       
17734  17735  2019-07-25 16:35:16  ...   Watch       
17735  17736  2019-07-25 16:36:17  ...   Watch       
17736  17737  2019-07-25 16:38:20  ...   Watch       
17737  17738  2019-07-25 16:39:30  ...   Watch       
17738  17739  2019-07-25 16:41:20  ...   Watch       
17739  17740  2019-07-25 16:42:40  ...   Watch       
17740  17741  2019-07-25 16:43:42  ...   Watch       
17741  17742  2019-07-25 16:44:20  ...  iPhone       
17742  17743  2019-07-25 16:44:43  ...   Watch       
...      ...                  ...  ...     ...    ...
18287  18288  2019-07-31 09:49:13  ...  iPhone       
18288  18289  2019-07-31 10:03:05  ...  iPhone       
18289  18290  2019-07-31 10:14:01  ...  iPhone       
18290  18291  2019-07-31 10:24:04  ...  iPhone       
18291  18292  2019-07-31 10:25:55  ...   Watch       
18292  18293  2019-07-31 10:26:57  ...   Watch       
18293  18294  2019-07-31 10:27:58  ...   Watch       
18294  18295  2019-07-31 10:29:00  ...   Watch       
18295  18296  2019-07-31 10:34:21  ...   Watch       
18296  18297  2019-07-31 10:37:26  ...   Watch       
18297  18298  2019-07-31 10:39:30  ...   Watch       
18298  18299  2019-07-31 10:40:08  ...  iPhone       
18299  18300  2019-07-31 10:43:19  ...   Watch       
18300  18301  2019-07-31 10:44:21  ...   Watch       
18301  18302  2019-07-31 10:45:31  ...   Watch       
18302  18303  2019-07-31 10:49:23  ...   Watch       
18303  18304  2019-07-31 10:51:26  ...   Watch       
18304  18305  2019-07-31 10:52:28  ...   Watch       
18305  18306  2019-07-31 10:53:30  ...   Watch       
18306  18307  2019-07-31 10:54:32  ...   Watch       
18307  18308  2019-07-31 10:54:56  ...  iPhone       
18308  18309  2019-07-31 10:55:33  ...   Watch       
18309  18310  2019-07-31 10:56:42  ...   Watch       
18310  18311  2019-07-31 10:57:44  ...   Watch       
18311  18312  2019-07-31 10:58:46  ...   Watch       
18312  18313  2019-07-31 10:59:48  ...   Watch       
18313  18314  2019-07-31 11:00:50  ...   Watch       
18314  18315  2019-07-31 11:01:51  ...   Watch       
18315  18316  2019-07-31 11:02:53  ...   Watch       
18316  18317  2019-07-31 11:03:55  ...   Watch       

[197 rows x 9 columns] 


         _id            timestamp  ...  device  label
16694  16695  2019-07-21 18:38:42  ...  iPhone       
16695  16696  2019-07-22 09:58:45  ...  iPhone       
16696  16697  2019-07-22 15:03:39  ...  iPhone       
16697  16698  2019-07-24 09:43:50  ...  iPhone       
16698  16699  2019-07-24 14:11:55  ...  iPhone       
17655  17656  2019-07-25 16:43:34  ...  iPhone       
17656  17657  2019-07-25 18:51:27  ...  iPhone       
18045  18046  2019-07-28 21:58:07  ...  iPhone       
18046  18047  2019-07-29 12:46:03  ...  iPhone       
18047  18048  2019-07-29 13:14:57  ...  iPhone       
18048  18049  2019-07-29 13:24:57  ...  iPhone       
18049  18050  2019-07-29 13:59:05  ...  iPhone       
18050  18051  2019-07-29 14:14:33  ...  iPhone       
18051  18052  2019-07-29 22:27:23  ...  iPhone       
18052  18053  2019-07-30 06:00:21  ...  iPhone       

[15 rows x 9 columns] 


         _id            timestamp  ...  device  label
16699  16700  2019-07-21 14:38:57  ...  iPhone       
16700  16701  2019-07-21 14:48:29  ...  iPhone       
16701  16702  2019-07-21 14:58:36  ...  iPhone       
16702  16703  2019-07-21 15:09:09  ...  iPhone       
16703  16704  2019-07-21 15:19:39  ...  iPhone       
16704  16705  2019-07-21 15:29:40  ...  iPhone       
16705  16706  2019-07-21 15:50:57  ...  iPhone       
16706  16707  2019-07-21 16:39:05  ...  iPhone       
16707  16708  2019-07-21 16:49:20  ...  iPhone       
16708  16709  2019-07-21 17:00:54  ...  iPhone       
16709  16710  2019-07-21 17:10:53  ...  iPhone       
16710  16711  2019-07-21 17:22:37  ...  iPhone       
16711  16712  2019-07-21 17:32:37  ...  iPhone       
16712  16713  2019-07-21 17:42:36  ...  iPhone       
16713  16714  2019-07-21 18:20:54  ...  iPhone       
16714  16715  2019-07-21 18:33:49  ...  iPhone       
16715  16716  2019-07-21 18:43:48  ...  iPhone       
16716  16717  2019-07-21 19:16:24  ...  iPhone       
16717  16718  2019-07-21 19:26:36  ...  iPhone       
16718  16719  2019-07-21 19:38:20  ...  iPhone       
16719  16720  2019-07-21 20:35:18  ...  iPhone       
16720  16721  2019-07-21 21:22:16  ...  iPhone       
16721  16722  2019-07-21 21:24:38  ...   Watch       
16722  16723  2019-07-21 21:32:20  ...   Watch       
16723  16724  2019-07-21 21:42:20  ...   Watch       
16724  16725  2019-07-21 21:52:04  ...   Watch       
16725  16726  2019-07-21 22:02:03  ...   Watch       
16726  16727  2019-07-21 22:12:02  ...   Watch       
16727  16728  2019-07-21 22:13:04  ...   Watch       
16728  16729  2019-07-21 22:14:06  ...   Watch       
...      ...                  ...  ...     ...    ...
18395  18396  2019-07-31 09:49:13  ...  iPhone       
18396  18397  2019-07-31 10:03:05  ...  iPhone       
18397  18398  2019-07-31 10:14:01  ...  iPhone       
18398  18399  2019-07-31 10:24:04  ...  iPhone       
18399  18400  2019-07-31 10:25:55  ...   Watch       
18400  18401  2019-07-31 10:26:57  ...   Watch       
18401  18402  2019-07-31 10:27:58  ...   Watch       
18402  18403  2019-07-31 10:29:00  ...   Watch       
18403  18404  2019-07-31 10:34:21  ...   Watch       
18404  18405  2019-07-31 10:37:26  ...   Watch       
18405  18406  2019-07-31 10:39:30  ...   Watch       
18406  18407  2019-07-31 10:40:08  ...  iPhone       
18407  18408  2019-07-31 10:43:19  ...   Watch       
18408  18409  2019-07-31 10:44:21  ...   Watch       
18409  18410  2019-07-31 10:45:31  ...   Watch       
18410  18411  2019-07-31 10:49:23  ...   Watch       
18411  18412  2019-07-31 10:51:26  ...   Watch       
18412  18413  2019-07-31 10:52:28  ...   Watch       
18413  18414  2019-07-31 10:53:30  ...   Watch       
18414  18415  2019-07-31 10:54:32  ...   Watch       
18415  18416  2019-07-31 10:54:56  ...  iPhone       
18416  18417  2019-07-31 10:55:33  ...   Watch       
18417  18418  2019-07-31 10:56:42  ...   Watch       
18418  18419  2019-07-31 10:57:44  ...   Watch       
18419  18420  2019-07-31 10:58:46  ...   Watch       
18420  18421  2019-07-31 10:59:48  ...   Watch       
18421  18422  2019-07-31 11:00:50  ...   Watch       
18422  18423  2019-07-31 11:01:51  ...   Watch       
18423  18424  2019-07-31 11:02:53  ...   Watch       
18424  18425  2019-07-31 11:03:55  ...   Watch       

[461 rows x 9 columns] 


         _id            timestamp  ... device  label
16684  16685  2019-07-24 13:44:43  ...  Watch       
16685  16686  2019-07-24 13:45:45  ...  Watch       
16686  16687  2019-07-24 13:46:16  ...  Watch       
16687  16688  2019-07-24 13:47:18  ...  Watch       
16688  16689  2019-07-24 14:00:10  ...  Watch       
16690  16691  2019-07-24 14:02:14  ...  Watch       
16691  16692  2019-07-24 14:03:16  ...  Watch       
16692  16693  2019-07-24 14:04:18  ...  Watch       
16693  16694  2019-07-24 14:05:19  ...  Watch       

[9 rows x 9 columns] 


         _id            timestamp  ... device  label
16025  16026  2019-07-21 14:02:46  ...  Watch       
16026  16027  2019-07-21 15:02:46  ...  Watch       
16027  16028  2019-07-21 16:02:46  ...  Watch       
16028  16029  2019-07-21 17:02:46  ...  Watch       
16029  16030  2019-07-21 18:02:46  ...  Watch       
16030  16031  2019-07-21 19:02:46  ...  Watch       
16031  16032  2019-07-21 20:02:46  ...  Watch       
16032  16033  2019-07-21 21:02:46  ...  Watch       
16033  16034  2019-07-21 21:24:36  ...  Watch       
16034  16035  2019-07-21 21:39:37  ...  Watch       
16035  16036  2019-07-21 21:54:43  ...  Watch       
16036  16037  2019-07-21 22:09:49  ...  Watch       
16037  16038  2019-07-21 22:24:54  ...  Watch       
16038  16039  2019-07-21 22:40:00  ...  Watch       
16039  16040  2019-07-21 22:55:06  ...  Watch       
16040  16041  2019-07-21 23:10:12  ...  Watch       
16041  16042  2019-07-21 23:12:26  ...  Watch       
16042  16043  2019-07-22 00:12:26  ...  Watch       
16043  16044  2019-07-22 00:36:43  ...  Watch       
16044  16045  2019-07-22 00:52:00  ...  Watch       
16045  16046  2019-07-22 01:07:06  ...  Watch       
16046  16047  2019-07-22 01:22:13  ...  Watch       
16047  16048  2019-07-22 01:38:32  ...  Watch       
16048  16049  2019-07-22 01:53:59  ...  Watch       
16049  16050  2019-07-22 02:11:19  ...  Watch       
16050  16051  2019-07-22 02:26:26  ...  Watch       
16051  16052  2019-07-22 02:41:42  ...  Watch       
16052  16053  2019-07-22 02:56:49  ...  Watch       
16053  16054  2019-07-22 03:11:55  ...  Watch       
16054  16055  2019-07-22 03:27:12  ...  Watch       
...      ...                  ...  ...    ...    ...
16390  16391  2019-07-24 08:09:59  ...  Watch       
16391  16392  2019-07-24 08:10:01  ...  Watch       
16392  16393  2019-07-24 08:10:03  ...  Watch       
16393  16394  2019-07-24 08:10:04  ...  Watch       
16394  16395  2019-07-24 08:10:04  ...  Watch       
16395  16396  2019-07-24 08:10:07  ...  Watch       
16396  16397  2019-07-24 08:10:09  ...  Watch       
16397  16398  2019-07-24 08:10:12  ...  Watch       
16398  16399  2019-07-24 08:10:15  ...  Watch       
16399  16400  2019-07-24 08:25:37  ...  Watch       
16400  16401  2019-07-24 08:40:42  ...  Watch       
16401  16402  2019-07-24 08:55:47  ...  Watch       
16402  16403  2019-07-24 09:10:54  ...  Watch       
16403  16404  2019-07-24 09:25:57  ...  Watch       
16404  16405  2019-07-24 09:41:01  ...  Watch       
16405  16406  2019-07-24 09:56:05  ...  Watch       
16406  16407  2019-07-24 10:11:10  ...  Watch       
16407  16408  2019-07-24 10:26:59  ...  Watch       
16408  16409  2019-07-24 10:42:05  ...  Watch       
16409  16410  2019-07-24 10:57:11  ...  Watch       
16410  16411  2019-07-24 11:12:18  ...  Watch       
16411  16412  2019-07-24 11:27:36  ...  Watch       
16412  16413  2019-07-24 11:42:43  ...  Watch       
16413  16414  2019-07-24 11:57:49  ...  Watch       
16414  16415  2019-07-24 12:13:05  ...  Watch       
16415  16416  2019-07-24 12:28:11  ...  Watch       
16416  16417  2019-07-24 12:43:17  ...  Watch       
16417  16418  2019-07-24 12:58:24  ...  Watch       
16418  16419  2019-07-24 13:13:31  ...  Watch       
16689  16690  2019-07-24 13:43:41  ...  Watch       

[395 rows x 9 columns] 


         _id            timestamp  ...  device  label
16419  16420  2019-07-21 14:01:29  ...  iPhone       
16420  16421  2019-07-21 14:13:06  ...  iPhone       
16421  16422  2019-07-21 14:23:05  ...  iPhone       
16422  16423  2019-07-21 14:38:57  ...  iPhone       
16423  16424  2019-07-21 14:48:29  ...  iPhone       
16424  16425  2019-07-21 14:58:36  ...  iPhone       
16425  16426  2019-07-21 15:09:09  ...  iPhone       
