,,,,,(Outside Air Damper Position %),
Date,UMBRS_1.DELTAV.Air Handling.ALUMNI_AH1.Return T,Status,UMBRS_1.DELTAV.Air Handling.ALUMNI_AH1.Supply T,Status,UMBRS_1.DELTAV.00009461,Status
 8/22/2018  10:37:14 AM,71.28278196,OK,56.25217239,OK,100,OK
 8/22/2018  10:38:14 AM,71.28874847,OK,56.31685004,OK,100,OK
 8/22/2018  10:39:14 AM,71.2932696,OK,56.33705403,OK,100,OK
 8/22/2018  10:40:14 AM,71.29578751,OK,56.31615287,OK,100,OK
 8/22/2018  10:41:14 AM,71.29885951,OK,56.26003551,OK,100,OK
 8/22/2018  10:42:14 AM,71.30824015,OK,56.16881164,OK,100,OK
 8/22/2018  10:43:14 AM,71.30811422,OK,56.0614371,OK,100,OK
 8/22/2018  10:44:14 AM,71.31240204,OK,55.960631,OK,100,OK
 8/22/2018  10:45:14 AM,71.32728445,OK,55.88094997,OK,100,OK
 8/22/2018  10:46:14 AM,71.32665408,OK,55.83634845,OK,100,OK
 8/22/2018  10:47:14 AM,71.32431346,OK,55.79279242,OK,100,OK
 8/22/2018  10:48:14 AM,71.33212961,OK,55.76680249,OK,100,OK
 8/22/2018  10:49:14 AM,71.33931763,OK,55.77446281,OK,100,OK
 8/22/2018  10:50:14 AM,71.33013552,OK,55.80616179,OK,100,OK
 8/22/2018  10:51:14 AM,71.32573576,OK,55.83966548,OK,100,OK
 8/22/2018  10:52:14 AM,71.33100029,OK,55.87086371,OK,100,OK
 8/22/2018  10:53:14 AM,71.3487808,OK,55.92056996,OK,100,OK
 8/22/2018  10:54:14 AM,71.36764027,OK,56.02086466,OK,100,OK
 8/22/2018  10:55:14 AM,71.36660495,OK,56.15199523,OK,100,OK
 8/22/2018  10:56:14 AM,71.35069398,OK,56.27582334,OK,100,OK
 8/22/2018  10:57:14 AM,71.34316516,OK,56.33062933,OK,100,OK
 8/22/2018  10:58:14 AM,71.34434892,OK,56.33985389,OK,100,OK
 8/22/2018  10:59:14 AM,71.35084713,OK,56.29831648,OK,100,OK
 8/22/2018  11:00:14 AM,71.35753141,OK,56.21545399,OK,100,OK
 8/22/2018  11:01:14 AM,71.35299631,OK,56.09953688,OK,100,OK
 8/22/2018  11:02:14 AM,71.36724949,OK,55.97250292,OK,100,OK
 8/22/2018  11:03:14 AM,71.38483238,OK,55.85322884,OK,100,OK
 8/22/2018  11:04:14 AM,71.39200818,OK,55.80157518,OK,100,OK
 8/22/2018  11:05:14 AM,71.39162445,OK,55.79976273,OK,100,OK
